Order,LotArea,Alley,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemod,Foundation,BsmtFin,BsmtUnf,AC,GrLivArea,HalfBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PorchSF,YrSold,SalePrice
253,7360,no,Inside,7,5,2010,2010,PConc,24,1198,Y,1222,0,2,2,Gd,6,0,RFn,2,615,0,54,2010,187000
254,12376,no,Corner,7,5,1990,1990,PConc,1470,203,Y,3222,0,4,5,Gd,11,2,Unf,3,594,367,0,2010,320000
255,14235,no,Inside,6,8,1900,1993,PConc,0,676,Y,1445,0,2,3,TA,6,0,Unf,2,484,0,59,2010,138500
256,8816,no,Inside,6,7,1971,1971,CBlock,504,506,Y,1052,0,2,3,TA,6,0,Unf,2,440,0,0,2010,155000
257,11105,no,Corner,5,5,1996,1996,PConc,870,0,Y,965,0,2,2,TA,4,0,Unf,2,580,71,0,2010,159000
258,9337,no,Inside,7,5,1997,1998,PConc,353,525,Y,1692,1,2,3,TA,8,1,RFn,2,513,0,39,2010,191000
259,8750,no,Inside,6,5,1998,1998,PConc,505,299,Y,1682,1,2,3,Gd,7,0,RFn,2,523,0,77,2010,200500
260,15240,no,FR2,5,8,1977,2004,CBlock,886,140,Y,1026,1,2,3,TA,5,0,Unf,1,308,316,85,2010,150000
261,10900,no,FR2,6,7,1977,1977,CBlock,378,311,Y,1392,1,1,3,TA,6,0,Fin,1,299,0,36,2010,161750
262,10650,no,Corner,5,6,1976,1976,CBlock,894,0,Y,894,0,2,3,TA,5,0,Unf,1,308,365,0,2010,128200
263,7480,no,Inside,5,6,1972,1972,CBlock,480,396,Y,876,0,2,3,TA,5,0,Unf,2,484,0,0,2010,127000
264,10389,no,Inside,8,5,2003,2003,PConc,1682,296,Y,1978,1,3,3,Gd,8,1,RFn,3,850,188,25,2010,318000
265,11423,no,Inside,8,5,2001,2002,PConc,1358,223,Y,1601,0,3,3,Gd,6,1,RFn,2,670,180,0,2010,272000
266,9548,no,CulDSac,7,6,2003,2003,PConc,483,458,Y,1829,1,3,3,Gd,7,1,RFn,2,613,192,39,2010,237000
267,9375,no,Inside,7,5,1997,1997,PConc,0,1040,Y,2098,1,2,4,Gd,9,1,Fin,2,621,331,38,2010,240000
268,12137,no,CulDSac,7,5,1998,1998,PConc,0,1649,Y,1661,0,2,3,Gd,6,0,RFn,2,598,0,34,2010,224900
271,10635,no,FR2,8,5,2003,2003,PConc,1342,315,Y,1668,0,3,3,Gd,8,1,Fin,2,502,0,262,2010,232000
272,8400,no,Inside,7,5,2004,2005,PConc,712,761,Y,1484,0,3,3,Gd,7,0,RFn,2,606,0,179,2010,213000
273,8773,no,FR2,7,5,2004,2004,PConc,24,1390,Y,1414,0,2,3,Gd,6,0,RFn,2,494,132,105,2010,185500
274,8777,no,Inside,3,6,1945,2007,CBlock,0,0,N,640,0,1,2,TA,5,0,Unf,1,240,0,0,2010,84900
275,8842,no,Corner,5,6,1954,1954,CBlock,0,381,Y,992,0,1,3,TA,6,0,Unf,1,319,60,56,2010,155891
277,10044,no,CulDSac,5,6,1968,1968,CBlock,1070,126,Y,1196,0,2,3,TA,6,0,RFn,1,336,257,168,2010,144000
278,11792,no,Inside,4,5,1948,1950,CBlock,0,744,N,1120,0,1,2,Fa,5,0,Unf,2,480,0,160,2010,64000
279,6305,no,Inside,6,6,1975,1975,CBlock,528,480,Y,1096,0,2,3,TA,5,1,Unf,1,352,0,0,2010,125200
280,7819,no,Inside,6,5,1976,1976,CBlock,549,480,Y,1117,0,2,3,TA,6,1,Unf,2,672,144,0,2010,107000
281,6410,no,Inside,4,5,1958,1958,CBlock,0,960,Y,960,0,1,3,TA,5,0,NA,0,0,0,0,2010,90000
282,8546,no,Corner,4,5,2003,2004,PConc,0,1121,Y,1121,0,2,2,TA,5,0,RFn,2,440,132,64,2010,140000
283,8741,no,Inside,6,4,1945,1950,CBlock,94,641,Y,1487,1,1,3,TA,7,1,Unf,1,220,0,140,2010,113000
285,8562,no,Inside,5,6,1957,2002,CBlock,383,833,Y,1526,0,1,4,TA,7,1,Unf,1,364,116,78,2010,144500
286,4853,no,Inside,5,6,1924,1999,BrkTil,133,974,N,1296,0,2,2,Fa,5,1,Unf,1,260,0,36,2010,104000
287,6858,no,Corner,6,4,1915,1950,PConc,0,806,N,1647,1,2,4,Fa,6,0,Unf,1,216,0,202,2010,128000
288,8212,yes,Inside,3,3,1914,1950,BrkTil,203,661,N,864,0,2,2,TA,5,0,Unf,1,200,0,96,2010,58500
289,5000,yes,Inside,5,6,1924,1950,BrkTil,218,808,Y,1691,0,2,3,Gd,6,1,Unf,1,308,0,242,2010,127000
290,7890,no,Corner,6,6,1939,1950,CBlock,238,618,Y,856,0,2,2,TA,4,1,Unf,2,399,0,166,2010,126000
292,9839,no,Inside,5,2,1931,1950,PConc,0,894,Y,1666,0,2,3,TA,7,1,NA,0,0,0,156,2010,100000
293,9638,no,Inside,6,7,1919,1990,PConc,0,804,Y,2447,0,2,4,Gd,10,1,Unf,1,336,272,158,2010,169000
294,10452,no,Inside,7,6,1941,1985,BrkTil,678,850,Y,2133,1,2,4,TA,8,2,Unf,1,312,0,86,2010,257500
296,9042,no,Inside,7,9,1941,2006,Stone,275,877,Y,2340,0,2,4,Gd,9,2,RFn,1,252,0,60,2010,266500
297,17500,no,Inside,7,8,1959,2002,PConc,1406,496,Y,1902,0,3,3,Ex,7,2,Fin,2,567,0,369,2010,335000
298,19645,no,FR2,7,6,1994,2007,PConc,343,80,Y,1652,1,3,3,Gd,6,0,RFn,2,473,0,0,2010,203135
301,15602,no,Inside,7,8,1959,1997,CBlock,1247,254,Y,1801,0,3,1,TA,6,2,Fin,2,484,0,215,2010,289000
302,5436,no,Inside,4,8,1922,2007,BrkTil,735,61,Y,1154,0,2,3,Gd,7,0,Unf,1,240,0,96,2010,125500
303,8154,no,Inside,2,5,1941,1950,BrkTil,480,0,Y,540,0,1,1,TA,4,0,Unf,1,200,0,0,2010,82000
304,9140,no,Inside,6,5,1921,1975,BrkTil,308,321,Y,1107,0,1,2,TA,5,0,Unf,1,625,0,256,2010,110000
305,7500,no,Inside,4,4,1920,1950,CBlock,0,698,Y,1128,0,1,2,TA,6,0,RFn,2,528,30,164,2010,68400
306,8712,yes,Inside,4,7,1900,1950,Stone,0,859,Y,1178,0,1,2,TA,7,0,RFn,1,384,68,98,2010,102776
307,8712,no,Inside,5,5,1952,1952,CBlock,0,540,N,1044,0,1,2,Fa,4,0,Unf,2,504,0,0,2010,55993
308,8712,no,Corner,4,7,1896,1950,CBlock,0,756,Y,952,0,1,3,TA,5,0,RFn,1,330,0,265,2010,50138
310,11050,no,Inside,8,5,1998,1999,PConc,615,434,Y,1916,1,3,3,Gd,8,1,Unf,3,741,0,70,2010,254900
311,9620,no,Inside,6,7,1977,1977,CBlock,679,564,Y,1285,1,2,3,Gd,6,1,Unf,2,473,375,26,2010,190000
312,9196,no,Inside,7,5,2003,2003,PConc,0,1560,Y,1560,0,2,3,Gd,7,0,Fin,2,573,100,150,2010,201000
313,12328,no,Inside,6,5,1976,1976,CBlock,539,473,Y,1034,0,2,3,TA,6,0,Unf,3,888,0,0,2010,169900
315,57200,no,Inside,5,5,1948,1950,CBlock,687,60,Y,1687,0,2,3,TA,7,2,Unf,2,572,0,50,2010,160000
316,11896,no,Corner,7,5,2008,2008,PConc,78,1258,Y,1346,0,3,3,Gd,6,1,Fin,3,660,100,48,2010,220000
317,9803,no,Inside,7,5,2009,2010,PConc,0,1214,Y,1214,0,2,2,Gd,6,0,RFn,2,520,0,25,2010,179781
318,9802,no,Inside,5,5,2006,2007,PConc,0,384,Y,1444,1,2,3,TA,7,0,Fin,2,400,100,0,2010,174000
319,12003,no,Corner,8,5,2009,2010,PConc,0,774,Y,1968,1,2,4,Ex,8,1,Fin,3,680,0,75,2010,269500
320,11316,no,Corner,7,5,2002,2003,PConc,624,193,Y,1894,1,3,4,Gd,8,1,Fin,2,510,0,40,2010,214900
321,14191,no,Inside,8,5,2002,2002,PConc,0,967,Y,1908,1,2,4,Gd,9,0,Fin,2,431,135,0,2010,202900
322,13214,no,Inside,9,5,2008,2009,PConc,0,2002,Y,2018,0,2,3,Ex,10,1,Fin,3,746,144,76,2010,378500
323,15300,no,Inside,5,5,1965,1977,CBlock,42,1026,Y,1264,0,2,2,TA,7,1,Unf,2,528,0,0,2010,169000
324,10114,no,Inside,5,5,2004,2005,PConc,0,1430,Y,1430,0,2,3,Gd,7,0,RFn,2,624,0,0,2010,173500
326,11875,no,Inside,5,5,1999,1999,PConc,0,1344,Y,1344,0,2,3,TA,7,1,Unf,2,686,328,0,2010,166500
334,6953,no,Inside,5,7,1971,2004,CBlock,469,395,Y,874,0,1,3,TA,5,0,Unf,1,352,0,0,2010,130000
335,26142,no,CulDSac,5,7,1962,1962,CBlock,593,595,Y,1188,0,1,3,TA,6,0,Unf,1,312,261,39,2010,157900
336,12887,no,Inside,5,7,1984,1984,CBlock,797,36,Y,833,0,2,2,Gd,5,0,Unf,2,495,431,0,2010,149900
338,10475,no,Inside,5,5,1991,1991,PConc,458,166,Y,1274,1,1,3,TA,6,0,Unf,2,576,22,0,2010,136000
339,10544,no,Inside,5,5,1969,1969,CBlock,476,388,Y,1479,0,2,5,TA,8,0,Fin,1,275,287,280,2010,161000
340,9892,no,Inside,8,5,1994,1995,PConc,1625,54,Y,1803,2,3,3,Gd,6,2,Unf,2,482,129,286,2010,285000
341,12961,no,Inside,6,5,1993,1994,PConc,944,208,Y,1797,1,3,3,Gd,7,1,Fin,2,616,162,312,2010,231000
342,13008,no,Inside,6,5,1956,1956,CBlock,564,318,Y,882,0,1,2,TA,5,0,Unf,1,502,0,0,2009,124500
343,10200,no,Inside,6,5,1974,1974,CBlock,844,590,Y,1434,0,3,4,TA,7,1,RFn,2,528,80,21,2009,157000
344,13860,no,Inside,8,7,1972,1995,CBlock,1410,542,Y,2704,1,3,4,Ex,9,3,Fin,2,538,269,111,2009,345000
345,10179,no,Corner,6,5,1997,1997,PConc,847,98,Y,1608,1,2,3,TA,7,1,Fin,2,470,252,30,2009,189500
346,11792,no,Inside,8,5,2003,2003,PConc,850,158,Y,2283,1,2,4,Gd,9,1,Fin,3,632,120,46,2009,270000
347,8400,no,Inside,7,5,1996,1997,PConc,284,100,Y,1628,1,2,3,TA,7,1,Fin,2,390,48,72,2009,189000
348,14892,no,CulDSac,9,5,2006,2007,PConc,1320,426,Y,1746,0,3,3,Ex,7,2,Fin,3,758,201,39,2009,377500
349,8530,no,Inside,7,5,1995,1996,PConc,0,384,Y,1474,1,2,3,TA,7,1,Fin,2,400,120,72,2009,168500
352,7380,no,Corner,8,5,1998,1998,PConc,341,1077,Y,1478,0,3,2,TA,5,0,Fin,2,495,168,43,2009,240000
354,8923,no,Inside,7,5,1998,1998,PConc,189,195,Y,1382,1,2,3,TA,7,1,Fin,2,396,256,0,2009,177500
355,10141,no,Corner,7,5,1998,1998,PConc,0,832,Y,1718,1,2,3,TA,7,1,Fin,2,427,0,385,2009,185000
356,7500,no,Inside,6,5,1998,1999,PConc,476,476,Y,1636,1,3,3,TA,7,1,Fin,2,440,0,84,2009,191000
357,7837,no,Inside,6,7,1993,1994,PConc,0,799,Y,1571,1,2,3,TA,7,1,RFn,2,380,0,40,2009,178000
358,9765,no,Corner,6,8,1993,1993,PConc,310,370,Y,1470,1,2,3,TA,6,1,Fin,2,420,232,63,2009,185000
359,8803,no,Inside,6,5,1994,1995,PConc,600,107,Y,1516,1,3,3,Gd,7,1,Fin,2,409,0,46,2009,181316
360,7250,no,Inside,6,5,1993,1993,PConc,0,1181,Y,1190,0,2,3,Gd,6,1,Unf,2,430,0,21,2009,166000
361,9636,no,Corner,6,5,1992,1993,PConc,0,808,Y,1593,1,2,3,TA,7,1,RFn,2,389,342,40,2009,178000
362,8125,no,Inside,6,5,1994,1995,PConc,0,702,Y,1481,1,2,3,TA,6,1,Fin,2,343,0,36,2009,174000
363,9248,no,Inside,6,6,1992,1992,PConc,560,598,Y,1167,0,3,3,Gd,6,0,RFn,2,400,120,26,2009,173000
364,10762,no,CulDSac,7,5,1999,1999,PConc,694,284,Y,1983,1,2,3,Gd,9,1,Fin,2,490,0,0,2009,225000
365,11851,no,Corner,7,5,1990,1990,PConc,0,1424,Y,1442,0,2,3,TA,5,0,RFn,2,500,0,542,2009,180500
367,17423,no,CulDSac,9,5,2008,2009,PConc,1904,312,Y,2234,0,3,1,Ex,9,1,Fin,3,1166,0,60,2009,501837
368,11844,no,Inside,8,5,2008,2008,PConc,0,2046,Y,2046,1,2,3,Gd,7,1,Fin,3,834,322,82,2009,372500
369,16158,no,Inside,7,5,2005,2005,PConc,1274,256,Y,1530,0,3,3,Gd,7,1,Fin,2,430,168,36,2009,260000
370,11900,no,Inside,5,6,1977,1977,PConc,400,722,Y,1934,1,3,3,TA,6,1,Unf,2,567,0,376,2009,185000
371,13005,no,Corner,7,7,1980,1980,CBlock,692,153,Y,2353,1,3,4,Ex,10,1,RFn,2,484,288,195,2009,260000
372,17043,no,CulDSac,6,5,1979,1998,CBlock,0,1362,Y,1586,0,2,3,TA,7,1,Unf,2,435,192,0,2009,181000
373,11900,no,Inside,7,5,1977,1977,CBlock,822,564,Y,1411,0,2,3,TA,6,1,Fin,2,544,192,0,2009,82500
374,16635,no,FR2,6,7,1977,2000,CBlock,1246,356,Y,1602,1,2,3,Gd,8,1,Fin,2,529,240,0,2009,215000
375,13250,no,Inside,7,6,1978,1978,CBlock,0,832,Y,2050,1,2,4,Gd,8,1,RFn,2,529,192,192,2009,154000
376,10928,no,Inside,6,6,1978,1986,PConc,363,1064,Y,1671,0,2,3,TA,7,1,RFn,2,484,252,55,2009,200000
377,12388,no,Inside,7,7,1980,1991,CBlock,602,441,Y,2673,1,2,4,Gd,9,1,RFn,2,441,178,84,2009,249000
378,14115,no,Inside,7,5,1980,1980,CBlock,1036,336,Y,1472,0,3,3,TA,6,2,Unf,2,588,233,48,2009,187500
379,11088,no,Inside,6,5,1978,1998,PConc,832,308,Y,1707,0,2,3,TA,7,1,Fin,2,479,0,0,2009,184000
380,9600,no,Inside,8,5,1981,1981,PConc,1104,1420,Y,2524,1,3,4,Gd,9,1,Fin,2,542,474,120,2009,278000
381,11880,no,Inside,7,5,1978,1978,CBlock,704,567,Y,1601,0,2,3,TA,7,1,RFn,2,478,0,0,2009,157000
382,10400,no,Inside,7,5,1976,1976,CBlock,0,1090,Y,1370,0,2,3,TA,6,1,RFn,2,479,0,0,2009,152000
383,10304,no,CulDSac,5,7,1976,1976,CBlock,381,399,Y,1868,1,3,4,Gd,9,1,Unf,2,484,448,96,2009,197500
384,7000,no,Inside,7,5,2003,2003,PConc,622,304,Y,1884,1,3,3,Ex,7,1,RFn,2,581,0,35,2009,240900
385,8004,no,Inside,8,5,2009,2009,PConc,544,288,Y,1935,1,3,3,TA,8,0,Fin,2,552,0,150,2009,263435
386,7500,no,Inside,8,5,2000,2001,PConc,0,1058,Y,1874,1,2,3,Gd,7,1,Fin,2,588,0,134,2009,220000
387,8470,no,Corner,8,5,2002,2002,PConc,501,471,Y,1811,1,2,3,Gd,7,1,RFn,2,565,225,48,2009,235000
388,9373,no,CulDSac,5,7,1975,1975,CBlock,1501,120,Y,1621,0,3,3,TA,7,2,RFn,2,478,0,490,2009,213000
389,10140,no,Inside,6,6,1974,1974,CBlock,888,228,Y,1116,0,3,3,TA,6,1,RFn,2,528,0,0,2009,167900
390,11050,no,Corner,7,5,1975,1975,CBlock,636,540,Y,1193,0,2,3,TA,5,1,Unf,2,506,40,0,2009,158000
391,10140,no,Inside,6,5,1974,1974,CBlock,0,1064,Y,1350,0,2,3,TA,7,1,RFn,2,478,0,0,2009,165000
392,10448,no,Corner,6,6,1972,1972,CBlock,0,689,Y,2119,1,2,3,TA,7,1,RFn,2,583,0,104,2009,158000
394,8750,no,Inside,5,6,1970,1970,CBlock,828,174,Y,1002,0,2,3,TA,5,0,Unf,2,902,0,0,2009,148500
395,7930,no,Inside,6,8,1969,2005,CBlock,911,115,Y,1026,0,2,3,Gd,5,0,RFn,2,440,171,48,2009,156000
396,7830,no,Inside,5,5,1970,1970,CBlock,0,1180,Y,1180,1,1,2,TA,6,0,RFn,2,477,0,45,2009,128000
397,8510,no,Inside,5,7,1971,1971,CBlock,500,543,Y,1050,1,2,3,TA,6,0,Unf,1,336,0,0,2009,143000
398,7038,no,Inside,4,6,1970,1970,CBlock,726,138,Y,864,0,2,3,TA,5,0,Unf,2,576,210,0,2009,76500
399,6960,no,Inside,4,6,1970,1970,CBlock,614,250,Y,864,0,1,3,Gd,5,0,Unf,2,660,96,0,2009,120500
400,8120,no,Inside,4,7,1970,1970,CBlock,191,673,Y,864,0,1,3,TA,5,0,Unf,2,463,0,0,2009,124500
401,10500,no,FR2,4,6,1971,1971,CBlock,704,160,Y,864,0,1,2,TA,4,0,Unf,2,576,216,0,2009,97000
402,9000,no,FR2,4,7,1971,2006,CBlock,240,624,Y,864,0,1,3,TA,5,0,Unf,2,576,200,0,2009,130000
419,7150,no,Inside,5,5,1967,1967,CBlock,432,460,Y,892,0,1,3,TA,5,0,RFn,1,288,0,0,2009,100000
420,10710,no,Inside,5,7,1966,2004,PConc,644,220,Y,1120,1,1,3,TA,5,1,RFn,2,656,0,162,2009,148800
421,12456,no,FR2,10,5,2006,2007,PConc,1172,528,Y,1718,0,3,3,Ex,7,1,Fin,3,786,216,48,2009,337500
422,14257,no,Inside,9,5,2007,2007,PConc,1360,416,Y,2772,1,4,4,Ex,10,3,Fin,3,754,135,64,2009,462000
423,13518,no,Inside,9,5,2008,2009,PConc,0,1926,Y,3140,1,3,4,Ex,11,2,Fin,3,820,144,78,2009,485000
424,15431,no,Inside,10,5,2008,2008,PConc,2306,788,Y,2402,0,3,2,Ex,10,2,Fin,3,672,0,242,2009,555000
425,13173,no,Corner,9,5,2006,2007,PConc,1572,80,Y,1652,0,3,2,Ex,6,2,Fin,2,840,404,102,2009,325000
426,14230,no,Corner,8,5,2007,2007,PConc,0,1566,Y,1600,0,2,3,Gd,7,1,RFn,3,890,0,56,2009,256300
427,12704,no,Inside,8,5,2008,2009,PConc,0,2042,Y,2042,1,2,3,Ex,8,1,RFn,3,1390,0,90,2009,253293
428,12350,no,Inside,9,5,2009,2009,PConc,986,379,Y,2690,1,3,3,Ex,8,1,RFn,3,864,0,197,2009,398800
429,11308,no,Inside,9,5,2008,2008,PConc,936,168,Y,2184,1,3,3,Ex,10,1,Fin,3,836,0,102,2009,335000
430,12350,no,Inside,9,5,2008,2008,PConc,1232,788,Y,2020,0,3,3,Ex,7,1,RFn,3,896,192,98,2009,404000
431,12220,no,Inside,10,5,2009,2009,CBlock,1436,570,Y,2020,1,3,3,Ex,9,1,Fin,3,900,156,54,2009,402861
432,13478,no,Corner,10,5,2008,2008,PConc,1338,384,Y,2296,1,3,3,Ex,10,1,RFn,3,842,382,274,2009,451950
433,13693,no,Inside,10,5,2007,2007,PConc,2288,342,Y,2674,1,4,2,Ex,8,2,Fin,3,762,360,50,2009,610000
434,13891,no,Inside,9,5,2008,2009,PConc,0,1734,Y,2822,1,3,4,Ex,12,1,RFn,3,1020,52,362,2009,582933
435,11578,no,Inside,9,5,2008,2008,PConc,0,1736,Y,1736,0,2,3,Ex,7,1,RFn,3,834,319,90,2009,360000
436,16870,no,FR3,8,5,2004,2005,PConc,1531,251,Y,1782,0,3,3,Gd,7,2,Fin,3,932,99,82,2009,296000
437,23303,no,CulDSac,8,5,2007,2007,PConc,1230,278,Y,2520,1,3,5,Ex,10,1,Fin,3,640,192,273,2009,409900
438,11146,no,Inside,8,5,2006,2006,PConc,0,1709,Y,1717,0,2,3,Gd,7,1,RFn,3,908,169,39,2009,255500
439,10367,no,Inside,9,5,2008,2008,PConc,1015,724,Y,1743,0,3,3,Ex,8,1,RFn,3,927,168,45,2009,335000
440,9591,no,Inside,8,5,2004,2005,PConc,1088,625,Y,1713,0,3,3,Ex,7,1,Fin,3,856,0,196,2009,274900
441,10872,no,Inside,9,5,2006,2006,PConc,1037,467,Y,1531,0,3,2,Ex,6,1,Fin,3,700,184,52,2009,300000
442,13514,no,Corner,9,5,2008,2008,PConc,1142,632,Y,1808,0,3,3,Ex,7,1,Fin,3,850,200,26,2009,324000
443,8834,no,Inside,9,5,2004,2005,PConc,1170,292,Y,2224,1,3,4,Ex,10,1,Fin,3,738,184,0,2009,350000
444,11362,no,Inside,8,5,2004,2005,PConc,1039,797,Y,1836,0,3,3,Gd,7,1,Fin,3,862,125,185,2009,280000
445,10655,no,Inside,8,5,2003,2004,PConc,1603,1603,Y,1629,0,3,3,Gd,7,1,RFn,3,880,0,0,2009,284000
446,12878,no,Corner,7,5,2003,2004,PConc,1262,498,Y,1760,0,3,3,Gd,8,1,Fin,2,583,165,190,2009,269500
447,9541,no,Inside,7,5,2009,2009,PConc,0,1502,Y,1502,0,2,3,Gd,7,0,RFn,2,644,0,114,2009,233170
448,13472,no,Inside,10,5,2003,2003,PConc,56,2336,Y,2392,0,2,3,Ex,8,1,Fin,3,968,248,105,2009,386250
449,15274,no,Corner,9,5,2003,2003,PConc,1972,480,Y,2452,0,4,3,Ex,10,1,Fin,3,886,0,116,2009,445000
450,13262,no,Inside,8,5,2003,2004,PConc,0,1082,Y,2400,1,3,4,Gd,10,1,Fin,3,730,114,40,2009,290000
451,9658,no,Inside,8,5,2006,2006,PConc,0,1598,Y,1606,0,2,3,Gd,6,1,RFn,3,871,230,60,2009,255900
457,14836,no,Inside,10,5,2004,2005,PConc,2146,346,Y,2492,1,3,2,Ex,8,1,Fin,3,949,226,235,2009,552000
458,15262,no,Corner,8,5,2003,2004,PConc,1557,643,Y,2200,1,3,3,Ex,8,1,Fin,3,685,208,55,2009,382500
461,16770,no,Corner,8,5,2002,2003,PConc,1196,516,Y,1712,0,3,3,Gd,8,1,RFn,3,701,218,183,2009,286500
465,10928,no,Inside,7,5,2005,2005,PConc,0,728,Y,1456,1,2,3,Gd,8,1,Fin,2,390,100,0,2009,184000
466,8918,no,Inside,6,5,2005,2006,PConc,0,745,Y,1490,1,2,3,Gd,7,1,Fin,2,392,36,20,2009,167800
467,12589,no,Inside,6,5,2005,2005,PConc,0,742,Y,1484,1,2,3,Gd,8,1,Fin,2,390,36,24,2009,174000
468,11911,no,Inside,6,5,2005,2005,PConc,0,684,Y,1560,1,2,3,Gd,6,1,Fin,2,400,100,38,2009,174000
475,7795,no,Inside,7,5,2004,2005,PConc,425,291,Y,1432,1,3,3,Gd,6,1,Fin,2,432,100,51,2009,188500
476,8068,no,Inside,6,5,2002,2002,PConc,0,1010,Y,2267,1,2,4,Gd,8,1,RFn,2,390,120,46,2009,200000
477,9434,no,Inside,7,5,2004,2005,PConc,0,384,Y,1374,1,2,3,Gd,6,1,Fin,2,400,100,0,2009,170000
478,7984,no,Inside,7,5,2004,2005,PConc,0,868,Y,1630,1,2,3,Gd,7,1,Fin,2,436,120,48,2009,189500
479,7750,no,Inside,8,5,2002,2002,PConc,353,55,Y,1419,1,3,3,Gd,7,1,Fin,2,527,120,0,2009,184100
480,10125,no,Inside,7,5,2004,2004,PConc,0,846,Y,1594,1,2,3,Gd,7,1,Fin,2,434,300,48,2009,195500
481,8965,no,Inside,7,5,2003,2003,PConc,652,130,Y,1489,1,3,3,Gd,8,1,Fin,2,400,0,75,2009,192000
482,8174,no,Inside,7,5,2003,2003,PConc,494,204,Y,1342,1,3,3,Gd,7,1,Fin,2,393,100,56,2009,178000
484,8795,no,Inside,7,5,2000,2000,PConc,300,652,Y,2256,1,2,4,Gd,8,1,Fin,2,554,224,54,2009,236000
485,12891,no,Corner,8,5,2002,2002,PConc,651,219,Y,2004,1,3,4,Gd,8,1,Fin,3,644,0,48,2009,257500
486,12224,no,Corner,6,5,2000,2000,PConc,695,297,Y,2054,1,3,3,Gd,7,1,RFn,2,390,24,48,2009,244000
487,9734,no,Inside,7,5,2004,2004,PConc,354,30,Y,1374,1,2,3,Gd,7,0,Fin,2,400,0,0,2009,167000
488,8123,no,Inside,6,5,2000,2000,PConc,0,982,Y,1800,1,2,3,TA,7,1,Fin,2,463,100,63,2009,179000
489,8433,no,Inside,6,5,2000,2000,PConc,683,111,Y,1514,1,3,3,TA,7,1,Fin,2,394,0,72,2009,190000
490,7750,no,Inside,7,5,1999,2000,PConc,0,384,Y,1430,1,2,3,TA,7,1,RFn,2,400,0,0,2009,156000
491,15896,no,CulDSac,7,5,1999,1999,PConc,913,264,Y,2312,1,3,4,Gd,8,1,Fin,3,658,298,0,2009,245000
492,24682,no,CulDSac,6,5,1999,1999,PConc,0,841,Y,1675,1,2,3,TA,7,1,Fin,2,502,0,103,2009,181000
493,8755,no,FR2,7,5,1999,1999,PConc,772,220,Y,2060,1,3,3,Gd,8,1,RFn,2,390,0,168,2009,214000
494,7848,no,Inside,7,6,1999,1999,PConc,0,384,Y,1430,1,2,3,TA,7,1,Fin,2,410,0,0,2009,168000
495,9430,no,Inside,8,5,1999,1999,PConc,1163,89,Y,2365,1,3,3,Gd,8,1,RFn,3,856,0,308,2009,337000
496,15138,no,Inside,8,5,1995,1996,PConc,689,773,Y,2794,1,3,4,Ex,9,1,Fin,3,810,0,348,2009,403000
497,12720,no,Inside,8,5,2000,2000,PConc,1173,282,Y,2687,1,3,4,Gd,10,2,RFn,3,810,252,30,2009,327000
498,16545,no,Inside,8,5,1998,1998,PConc,781,503,Y,2450,1,3,3,Gd,7,1,Fin,3,1069,0,126,2009,340000
499,12203,no,Corner,8,5,1998,1999,PConc,854,371,Y,2612,1,3,4,Gd,8,1,Fin,3,676,250,0,2009,336000
500,10208,no,Inside,7,5,1996,1997,PConc,0,1264,Y,2344,1,2,3,Gd,7,1,RFn,3,889,220,0,2009,265000
501,10750,no,CulDSac,8,5,1994,1995,PConc,1762,262,Y,2063,0,3,3,Gd,7,2,Fin,3,815,182,56,2009,315000
502,9900,no,Inside,7,5,1993,1993,PConc,987,360,Y,2646,1,3,4,Gd,9,1,RFn,3,656,340,204,2009,260000
503,9085,no,Inside,7,5,1995,1996,PConc,816,254,Y,2061,1,3,3,Gd,7,1,Fin,2,647,296,311,2009,260000
504,11692,no,Inside,8,5,1993,1994,PConc,624,549,Y,2232,1,3,3,Gd,8,1,RFn,2,623,173,165,2009,263550
505,46589,no,CulDSac,8,7,1994,2005,PConc,1541,88,Y,2448,1,3,4,Gd,8,1,RFn,3,711,517,76,2009,402000
506,29959,no,FR2,7,6,1994,1994,PConc,595,378,Y,1850,1,2,3,Gd,7,1,Fin,2,467,168,98,2009,248000
507,9612,no,Inside,8,5,2008,2009,PConc,0,1468,Y,1468,0,2,3,Gd,6,1,Fin,3,898,210,150,2009,244600
508,11194,no,Inside,8,5,2008,2008,PConc,0,1696,Y,1696,0,2,3,Gd,7,0,RFn,3,972,120,56,2009,275000
509,10206,no,Inside,8,5,2008,2008,PConc,0,1614,Y,1658,1,2,3,Gd,7,1,Fin,3,726,144,44,2009,257500
510,9262,no,Inside,8,5,2008,2009,PConc,0,1573,Y,1578,0,2,3,Ex,7,1,Fin,3,840,0,36,2009,287090
511,10130,no,Inside,8,5,2007,2007,PConc,1294,408,Y,1702,0,3,3,Gd,7,1,RFn,3,844,0,69,2009,275500
512,9139,no,Inside,8,5,2006,2006,PConc,379,1043,Y,1432,0,2,3,Gd,7,1,Fin,2,492,297,50,2009,245000
513,9675,no,Inside,7,5,2005,2005,PConc,341,772,Y,1971,1,2,3,Gd,8,1,RFn,2,689,0,48,2009,253000
514,11128,no,Corner,9,5,2005,2006,PConc,2158,300,Y,2490,0,3,2,Ex,9,2,Fin,3,795,70,226,2009,468000
